compound,LogP,num_ring,tc,num_hba,num_hbd,A_E_HOMO (a.u.),A_E_LUMO (a.u.),A_Molweight (Da),A_Total Atoms (n),A_Volume (Angstrom^3),A_Surface area (Bohr^2),A_Positive surface area (Bohr^2),A_Negative surface area (Bohr^2),A_Electric Density (g/cm^3),A_Potential Minimal value (kcal/mol),A_Potential Maximal value (kcal/mol),A_Internal charge separation (a.u.),A_MPI (eV),A_Nonpolar surface area (Angstrom^2),A_Polar surface area (Angstrom^2),A_Overall skewness (),A_Sphericity (),Vertical IP,Vertical EA,Mulliken electronegativity,Chemical potential,Hardness,Softness,Nucleophilicity index,Electrophilicity index,ESP_MAX_O_e,ESP_Pi_O_e,ALIE_AVG_O_e,LEA_MAX_O_e,rho_All_AVG_O_e,EDensity_MIN_O_e,EDensity_MAX_O_e,smiles,Metal,delta_G,Ionic_Radius,Atomic_Number,electronegativity,MW,coord_num,FirstIE,SecondIE,ThirdIE
CID_20320805,2.4637000000000002,1,55.760000000000005,3,1,-0.243924,-0.012297,213.14741,24,1707.49955,855.97307,0.0,855.97307,1.3988,-133.51845,-21.97771,0.04349788,3.38729398,0.0,239.7,-0.2454638137,0.8071,0.175183,-0.130403,0.02239,-0.02239,0.305585,3.272407,0.221249,0.00082,-106.077416505,3.7304615,10.084526,-19.515982625,-0.0026367049999999996,0.0039804165,0.004010018000000001,C=COP(=O)(O)OCC1=CC=CC=C1,deltaG_Mn_8,-0.058669448000046,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_157544259,2.887700000000001,2,46.53,2,1,-0.22714,-0.034407,261.23345,32,2191.15001,1072.3707,0.0,1072.3707,1.336,-151.75614,-4.84143,0.05096591,2.91508913,15.18,285.11,-0.5069261633,0.7608,0.152673,-0.094491,0.029091,-0.029091,0.247164,4.045896,0.240855,0.001712,-114.06393964,5.6718385,9.209025,-18.10659648,-0.002703015,0.0039837464999999996,0.0040086835000000005,COC1=CC=C(C=C1)C2=CC=C(C=C2)P(=O)(C)O,deltaG_Mn_8,-0.0564748600002076,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_21410667,2.9504000000000006,2,75.99000000000001,4,2,-0.220573,-0.013261,265.17902,28,2007.6266,973.97087,10.29016,963.68071,1.4801,-132.84714,13.70864,0.04185012,3.24340972,4.22,268.52,-0.1807449067,0.7902,0.156827,-0.114826,0.021001,-0.021001,0.271653,3.681171,0.229981,0.000812,-104.640583365,3.398789,10.1396225,-19.130775515,-0.002580865,0.0039840859999999995,0.0040090895,C1=CC=C(C=C1)OP(=O)(O)OC2=CC=C(C=C2)O,deltaG_Mn_8,-0.0518616700003349,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_65897872,3.099100000000001,1,69.64,2,2,-0.224907,0.001309,297.41368,50,2785.13108,1277.70226,0.0,1277.70226,1.1966,-143.30859,-23.857,0.03601632,2.84384872,0.0,357.79,-1.0017967115,0.7492,0.151382,-0.112268,0.019557,-0.019557,0.263649,3.792917,0.244431,0.000725,-104.24931121,6.3824415,9.2607055,-18.461449854999998,-0.002931545,0.003987666,0.00400833,CCCCN(CCCC)C(=O)NCC1CCCC1C(=O)O,deltaG_Mn_8,-0.0699151740002435,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_139679800,3.0493000000000015,1,46.53,2,1,-0.230778,-0.007145,213.19051,28,1830.00375,870.54469,0.0,870.54469,1.3055,-141.5548,-29.67476,0.03836294,3.39973856,0.0,243.78,-0.6747827781,0.8311,0.160834,-0.1306,0.015117,-0.015117,0.291434,3.431309,0.2283,0.000392,-114.00897572,4.3445725,9.641359,-19.56972776,-0.00287498,0.003983631,0.0040083435,CC(C)(C)P(=O)(O)OC1=CC=CC=C1,deltaG_Mn_8,-0.0659694040002705,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_726854,0.9484000000000001,1,66.4,2,2,-0.238293,-0.01132,192.19168,24,1629.00309,827.98061,0.0,827.98061,1.3221,-142.27379,-29.55445,0.04116455,3.43976716,0.0,231.86,-0.2608423232,0.8086,0.155412,-0.127292,0.01406,-0.01406,0.282704,3.53727,0.242759,0.00035,-100.086515315,6.681823,9.816384,-19.0493825,-0.0031008299999999997,0.0039858129999999995,0.0040089470000000006,CC(=O)N[C@@H](C1=CC=CC=C1)C(=O)O,deltaG_Mn_8,-0.0505161320002116,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_53746841,4.192300000000004,2,46.53,2,1,-0.243023,-0.011934,289.28668,38,2463.77457,1109.75438,0.0,1109.75438,1.3157,-143.90017,-26.46922,0.03789088,3.0865983,0.0,310.76,-0.9661404515,0.7949,0.163842,-0.117143,0.02335,-0.02335,0.280984,3.558915,0.230499,0.00097,-114.260277305,4.318174,9.42547,-18.641026755,-0.002759845,0.003983345,0.004008785,CCOP(=O)(C(CC1=CC=CC=C1)C2=CC=CC=C2)O,deltaG_Mn_8,-0.0585812200004056,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_87383871,2.588900000000001,0,37.3,1,1,-0.234389,0.000191,161.15889,24,1532.1056,768.94795,0.0,768.94795,1.1787,-154.45295,-36.62901,0.04381924,3.61581539,0.0,215.33,-0.7200543553,0.8358,0.143556,-0.135666,0.003945,-0.003945,0.279222,3.581385,0.252837,2.8e-05,-118.39078897,5.440975,9.091442,-18.130137474999998,-0.002796825,0.003990276500000001,0.0040084995,CC(C)P(=O)(C=C(C)C)O,deltaG_Mn_8,-0.0893150800004605,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_128787,5.895400000000006,0,37.3,2,1,-0.230883,0.004249,301.50815,53,3103.63991,1578.15536,0.0,1578.15536,1.0886,-160.38662,-5.56903,0.05216557,1.99502421,22.78,419.15,-1.308956156,0.652,0.130031,-0.078669,0.025681,-0.025681,0.2087,4.79157,0.282395,0.00158,-118.31461508999999,6.291572,9.144722999999999,-16.5180967,-0.00317444,0.003987542,0.0040100845,CCCCCCCCSCCCCCCCCC(=O)O,deltaG_Mn_8,-0.0651948900001571,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_14299722,3.730300000000003,1,46.53,2,1,-0.254316,-0.017509,269.29698,40,2448.82217,1151.61425,0.0,1151.61425,1.2323,-145.30044,-22.45696,0.04495841,2.93140292,0.0,322.48,-0.9149046839,0.7629,0.173581,-0.113101,0.03024,-0.03024,0.286682,3.488182,0.223886,0.001595,-114.20985920999999,4.5318955,9.5589205,-18.452894575000002,-0.0027016699999999998,0.0039848455000000005,0.0040088395,CCCCC(CC)COP(=O)(C1=CC=CC=C1)O,deltaG_Mn_8,-0.0511202700006379,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_129937337,1.5744999999999998,1,63.32000000000001,2,2,-0.223682,-0.007968,198.17913,26,1733.11115,860.08288,0.0,860.08288,1.2814,-153.39192,-2.29989,0.04494461,3.46486226,5.36,235.49,-0.2215310871,0.8113,0.145211,-0.120021,0.012595,-0.012595,0.265232,3.770284,0.248607,0.000299,-116.73103308,5.470826000000001,9.148921999999999,-17.455568874999997,-0.00285456,0.0039845105,0.0040084925,CCCP(=O)(C1=CC=C(C=C1)N)O,deltaG_Mn_8,-0.0877650400004768,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_87344337,3.2364000000000015,0,55.760000000000005,5,1,-0.229277,-0.019076,245.27654,27,1951.33803,985.33315,0.0,985.33315,1.4085,-135.896,-28.71756,0.04488984,3.31507351,0.0,275.92,-0.4086435119,0.7664,0.154127,-0.12267,0.015728,-0.015728,0.276797,3.612757,0.238794,0.000447,-111.182583135,3.3487460000000002,9.9752035,-18.662866705,-0.0022912,0.003984815500000001,0.0040098930000000005,CCCSOP(=O)(O)OSCCC,deltaG_Mn_8,-0.0443169399993621,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_116494955,2.6556000000000006,3,49.33,2,2,-0.207581,0.002398,250.35713,42,2349.26129,1074.07555,0.0,1074.07555,1.1942,-153.63526,-25.04175,0.04132967,2.99437602,0.0,300.77,-1.0563657371,0.7957,0.135602,-0.110568,0.012517,-0.012517,0.24617,4.062234,0.260181,0.000318,-112.883342435,6.0444515,9.290661499999999,-17.914527624999998,-0.003088755,0.003987773,0.004010513,C1CC(CC(C1)NCC(C2CC2)C3CC3)C(=O)O,deltaG_Mn_8,-0.0818790880000506,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_86106929,10.089399999999998,0,37.3,1,1,-0.230761,0.002868,423.73616,85,4619.14287,2291.05067,0.0,2291.05067,1.028,-160.88023,-1.88327,0.04522405,1.50754479,136.96,504.6,-1.8199254568,0.5855,,,,,,,,,10.12112,,0.0020023915,-0.001304848385,,,,CCCCCCCCC(C)CCCCCCCCCCCCCCCCCC(=O)O,deltaG_Mn_8,-0.0637714599995433,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_139679820,2.5912000000000006,1,55.760000000000005,3,1,-0.246221,-0.014389,255.22726,33,2154.00288,991.67479,0.0,991.67479,1.3278,-139.28529,-22.90584,0.03576358,3.17102585,0.0,277.7,-0.7628348222,0.8134,0.170905,-0.118676,0.026114,-0.026114,0.289582,3.453256,0.223598,0.001177,-107.60737021,5.127018,9.378396500000001,-18.884629985,-0.0025814749999999997,0.0039885115,0.0040095725,C=CCP(=O)(O)OCCOCC1=CC=CC=C1,deltaG_Mn_8,-0.0708105300002444,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_148798540,2.0825,1,55.760000000000005,3,1,-0.259835,0.004807,193.1577,26,1620.79931,822.98234,0.0,822.98234,1.3355,-143.8703,-36.03402,0.04589729,3.5451891,0.0,230.46,-0.533044717,0.8108,0.165402,-0.135018,0.015192,-0.015192,0.30042,3.328675,0.239828,0.000384,-118.37756235500001,3.728381,9.6991815,-19.107308105,-0.0027167,0.003987914,0.0040085695,CCOP(=O)(O)OC1CCCC1,deltaG_Mn_8,-0.0669057440002234,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_54490072,1.4664,1,54.370000000000005,2,1,-0.231101,-0.020385,169.19807,25,1520.2757,731.74715,0.0,731.74715,1.2471,-151.60882,-40.37335,0.04165473,3.57282568,0.0,204.91,-0.6177029076,0.8738,0.145152,-0.134161,0.005496,-0.005496,0.279313,3.580218,0.258656,5.4e-05,-108.16765427,6.1788295,9.3156875,-18.40937614,-0.003185125,0.003986976,0.004008972,CCC1(CCC(=O)C1C)C(=O)O,deltaG_Mn_8,-0.0706877740001346,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_24975022,2.746,2,75.63,3,2,-0.233575,-0.024583,276.205,30,2148.47343,1055.87419,0.0,1055.87419,1.4406,-137.41506,-16.66069,0.04475592,3.11203172,0.0,295.67,-0.4011137003,0.7626,0.178275,-0.109969,0.034153,-0.034153,0.288245,3.469276,0.206754,0.002023,-105.90496405,4.122846,9.9441435,-19.658187585,-0.00261767,0.003982732,0.004009235,C1=CC=C(C=C1)NC(=O)OP(=O)(C2=CC=CC=C2)O,deltaG_Mn_8,-0.0613671200001135,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_139774389,4.347000000000004,0,92.68000000000002,7,1,-0.255889,0.002581,441.51723,71,4037.43527,1782.59002,0.0,1782.59002,1.2254,-136.03062,-10.37916,0.04302763,2.26110099,0.0,499.18,-0.9615144291,0.6879,0.178456,-0.086487,0.045984,-0.045984,0.264943,3.774392,0.218002,0.003991,-109.34762480500001,3.6384495,9.84788,-19.27504222,-0.002750135,0.003982729,0.0040096785,CCCCCCOCCOCCOP(=O)(O)OCCOCCOCCCCCC,deltaG_Mn_8,-0.0437067500004104,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_90863955,0.7746,0,54.37,3,1,-0.235485,-0.031872,147.17227,16,1219.84581,647.50164,0.0,647.50164,1.352,-154.21432,-20.7122,0.04509573,3.69420058,0.0,181.32,-0.406970862,0.8527,0.1437,-0.140283,0.001709,-0.001709,0.283982,3.521345,0.26862,5e-06,-110.72153702,6.7632835,9.2374615,-17.699414599999997,-0.0031233700000000003,0.003985125,0.004011438,C(CC(=O)O)CSC=O,deltaG_Mn_8,-0.0582636100000399,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_163700349,2.721900000000001,1,72.83,4,1,-0.262494,0.001746,277.27431,40,2432.00423,1231.81424,0.0,1231.81424,1.2776,-146.61577,-11.68285,0.0551721,2.50087304,0.0,344.94,-0.869810456,0.71,,,,,,,,,-105.433393525,5.557759,9.539533500000001,-18.749444345,-0.002705275,0.003984641000000001,0.0040091485,CCCCCCCC(=O)OCC1COP(=O)(C1)O,deltaG_Mn_8,-0.0476996700001564,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_67362168,2.4855000000000005,1,46.53,2,1,-0.226304,-0.00839,213.19051,28,1839.05774,886.48111,0.0,886.48111,1.299,-148.02992,-29.05786,0.03727398,3.35175036,0.0,248.24,-0.8294119608,0.8189,0.145857,-0.12541,0.010223,-0.010223,0.271267,3.686405,0.246788,0.000193,-110.81370570499999,5.6921715,9.0958695,-17.49033544,-0.00282015,0.003988822,0.004008687,CCP(=O)(CC1=CC(=CC=C1)OC)O,deltaG_Mn_8,-0.0634109060001719,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_167287417,2.3435000000000006,1,64.99000000000001,4,1,-0.252072,0.003697,251.23696,36,2145.97661,1024.10386,0.0,1024.10386,1.3119,-140.15002,-30.31151,0.04122206,3.22264898,0.0,286.78,-0.7997398906,0.7856,0.170111,-0.124026,0.023043,-0.023043,0.294138,3.39977,0.228075,0.000903,-113.49881655499999,3.5827025000000003,9.815552,-19.39904136,-0.0026907149999999998,0.0039879830000000005,0.0040085550000000005,CC[C@H]1CCOC1COP(=O)(O)OC(C)C,deltaG_Mn_8,-0.0659870400002091,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_21131796,2.5146900000000003,1,75.21,6,2,-0.2364,-0.054778,285.32357,25,2089.045,1040.10703,8.35308,1031.75396,1.5305,-136.58707,9.76352,0.03818141,2.88476874,4.77,286.49,-0.818400015,0.7598,0.180744,-0.08268,0.049032,-0.049032,0.263425,3.796149,0.214854,0.004563,-101.82616908,5.0776035,9.583147,-18.531122045,-0.002753425,0.0039849405,0.004009223500000001,CCOP(=O)(CCSC1=NNC(=S)S1)O,deltaG_Mn_8,-0.0495492700003978,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_141540952,3.3243000000000023,0,46.53,2,1,-0.241077,0.001182,217.22227,32,2013.06961,942.84345,0.0,942.84345,1.2092,-148.75419,-26.0966,0.04934665,3.198622,0.0,264.02,-0.7469699274,0.8177,0.163997,-0.118939,0.022529,-0.022529,0.282936,3.534373,0.231765,0.000897,-117.69405766,4.644046,9.468629,-18.553571075,-0.0025884799999999998,0.003986630499999999,0.0040088595,CC(C)C=CCOP(=O)(C=C(C)C)O,deltaG_Mn_8,-0.0522404380001262,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_69264502,0.5556000000000001,1,77.76,3,3,-0.239672,-0.010761,195.19233,25,1621.06465,779.38415,0.0,779.38415,1.3493,-139.356,-26.82717,0.03925658,3.52699169,0.0,218.25,-0.0511512633,0.8562,0.157712,-0.126623,0.015545,-0.015545,0.284335,3.516976,0.241828,0.000425,-104.02459956,5.194252499999999,9.9539305,-20.103575095,-0.003121095,0.0039760444999999995,0.004010545,CC(C(C1=CC=CC=C1)O)(C(=O)O)O,deltaG_Mn_8,-0.0561393000000407,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_71344874,3.5985000000000023,2,74.05,4,2,-0.201853,-0.08152,254.26451,31,2140.09842,1080.74477,0.0,1080.74477,1.3314,-139.64619,-9.97003,0.03663429,2.77285929,0.01,302.63,-0.7024211855,0.7431,0.145634,-0.057524,0.044055,-0.044055,0.203158,4.92227,0.233649,0.004777,-94.27275245499999,7.279157,9.7390015,-19.109773535000002,-0.003168555,0.003984149,0.004008829,C1=CC=C(C=C1)N=NC2=CC=C(C=C2)NCC(=O)O,deltaG_Mn_8,-0.0519109640001715,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_153523194,2.4726000000000012,2,55.760000000000005,3,1,-0.258733,0.003931,219.19506,30,1810.45325,869.25696,0.0,869.25696,1.3567,-145.93989,-37.37008,0.04717583,3.37774801,0.0,243.42,-0.707953965,0.8264,0.168957,-0.127932,0.020513,-0.020513,0.296889,3.368263,0.234172,0.000709,-120.95656952,3.722118,9.603492500000002,-19.45365355,-0.00257631,0.0039873735,0.0040091745000000005,C1CC(C1)CCC2CCOP(=O)(O2)O,deltaG_Mn_8,-0.0725191200003791,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_2836785,2.488100000000001,2,57.53,2,2,-0.228567,-0.024266,247.20683,29,2013.90875,932.40922,0.0,932.40922,1.3755,-143.24397,-24.80087,0.03885614,3.28121277,0.0,261.1,-0.6365554061,0.8271,0.151215,-0.122104,0.014555,-0.014555,0.273319,3.658726,0.236928,0.000388,-108.53561999,5.116410999999999,9.375205000000001,-18.31806414,-0.002775475,0.0039826555,0.004009166,C1=CC=C(C=C1)P(=O)(CC2=CC=CC=C2O)O,deltaG_Mn_8,-0.0567668099999991,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_46214585,3.5837000000000034,1,37.3,1,1,-0.237208,-0.044886,223.22845,31,2034.15906,1006.33373,0.0,1006.33373,1.2297,-151.57437,-16.43978,0.04341066,3.18533668,0.0,281.8,-0.7249384337,0.7715,0.151109,-0.115009,0.01805,-0.01805,0.266117,3.757743,0.24055,0.000612,-111.126837845,5.825501,9.181835,-17.57540173,-0.0027999649999999997,0.003988296,0.0040098930000000005,CC(C)CP(=O)(/C=C/C1=CC=CC=C1)O,deltaG_Mn_8,-0.064098320000312,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_137377573,1.3936,0,57.53,2,2,-0.232181,0.004929,165.14756,24,1488.39746,731.86864,0.0,731.86864,1.2434,-144.54996,-41.8604,0.04039608,3.62129117,0.0,204.94,-0.5694901826,0.8614,0.148466,-0.137023,0.005721,-0.005721,0.285489,3.502759,0.24984,5.7e-05,-110.26627088999999,5.1957805,9.3096995,-18.212771455000002,-0.0030084400000000002,0.003990858,0.0040101805,CCC(C)P(=O)(C(C)O)O,deltaG_Mn_8,-0.0574324119997982,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_67860238,4.7694000000000045,1,55.760000000000005,3,1,-0.255623,0.000648,305.37064,50,2835.96082,1258.93009,0.0,1258.93009,1.2066,-144.0837,-26.22135,0.04271309,2.8550336,0.0,352.54,-1.1212712452,0.7696,0.16728,-0.109468,0.028906,-0.028906,0.276748,3.613399,0.23306,0.00151,-118.38706392,3.83054,9.671800000000001,-19.15266628,-0.00274546,0.0039839555000000006,0.0040108290000000005,CCCCC(C)OP(=O)(O)OC1CC(C(C(C1)C)C)C,deltaG_Mn_8,-0.0683520700001736,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_126564175,3.327100000000002,1,37.3,1,1,-0.231813,-0.018215,237.25507,34,2181.05742,1037.69956,0.0,1037.69956,1.219,-148.37339,-26.04319,0.04058803,3.16007695,0.0,290.59,-0.9353291556,0.7838,0.147299,-0.1198,0.01375,-0.01375,0.267099,3.743934,0.242419,0.000354,-115.14322595499999,4.861274,9.305422,-18.069888115,-0.0028513699999999998,0.0039843045,0.0040089795,CCCCC(C=C)P(=O)(C1=CC=CC=C1)O,deltaG_Mn_8,-0.0809070420000352,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_89618863,3.247100000000002,0,37.3,1,1,-0.231624,0.004571,191.22801,32,1906.68634,965.08919,0.0,965.08919,1.1239,-154.44109,-29.89165,0.04303528,3.2260119,0.0,270.25,-0.9885812755,0.7705,0.142671,-0.122732,0.009969,-0.009969,0.265403,3.767853,0.25509,0.000187,-113.34609827,5.983856,9.0193255,-17.40181711,-0.00289552,0.0039881555,0.0040104835,CCCCCP(=O)(CCCC)O,deltaG_Mn_8,-0.0698496680001881,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_20070862,2.0347999999999993,2,81.54,5,1,-0.249577,-0.026843,251.15567,25,1866.30393,923.39521,0.0,923.39521,1.508,-147.05223,-19.29739,0.05383857,3.38864486,0.0,258.58,-0.3289877755,0.7939,0.175126,-0.11787,0.028628,-0.028628,0.292997,3.41301,0.214859,0.001399,-115.42511417,3.5866689999999997,10.174672000000001,-19.407572445,-0.002431875,0.003977806,0.0040097785,C1=CC=NC(=C1)OP(=O)(O)OC2=CC=CC=N2,deltaG_Mn_8,-0.0564736800004084,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_12547509,2.3040000000000003,2,40.540000000000006,2,1,-0.211011,-0.00612,218.27213,32,1970.98656,959.83303,0.0,959.83303,1.241,-156.00695,-22.74737,0.04949957,3.15983284,0.0,268.78,-0.6583917505,0.792,0.129501,-0.111344,0.009078,-0.009078,0.240846,4.152036,0.268368,0.000171,-113.934894845,6.515219,9.3104065,-17.788644725,-0.0030596449999999997,0.003988167,0.004011682,C1CCN(CC1)C2=CC=CC(=C2)CC(=O)O,deltaG_Mn_8,-0.0690652600001158,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_775704,1.74094,1,57.61000000000001,2,1,-0.231024,-0.012805,220.24492,30,1929.45629,938.24868,0.0,938.24868,1.2791,-154.06826,-18.99054,0.05350409,3.18073532,0.0,262.74,-0.5257118155,0.7988,0.138823,-0.111956,0.013433,-0.013433,0.25078,3.987564,0.262468,0.00036,-113.216509315,5.9601295,9.419535,-18.181683239999998,-0.00304558,0.003983513,0.00401055,CC1=CC(=C(C=C1)N(CC(=O)O)C(=O)C)C,deltaG_Mn_8,-0.0693466060004084,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_88361999,1.2527,0,57.53,2,2,-0.243312,0.001626,165.14756,24,1478.68081,716.72556,0.0,716.72556,1.2515,-143.19411,-38.46429,0.04196278,3.59528494,0.0,200.7,-0.4440906275,0.8758,0.159686,-0.134799,0.012444,-0.012444,0.294485,3.395757,0.240662,0.000263,-103.57439839,5.3966575,9.363980000000002,-18.60276776,-0.0027558,0.003988312,0.0040087955000000005,CC(C)(C)CP(=O)(CO)O,deltaG_Mn_8,-0.0596194260001539,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_246527,2.524640000000001,2,37.3,1,1,-0.241419,-0.026683,245.23404,31,2121.91593,1032.59358,0.0,1032.59358,1.2951,-150.18161,-27.27374,0.04733634,3.17418582,0.0,289.16,-0.6254034677,0.7733,0.155641,-0.111228,0.022207,-0.022207,0.266868,3.747165,0.234113,0.000924,-116.840595405,5.021579,9.3047115,-18.364498055,-0.002692,0.0039877975,0.0040088925,CC1=CC=C(C=C1)P(=O)(C2=CC=C(C=C2)C)O,deltaG_Mn_8,-0.0745347900003707,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_169781337,2.1006000000000005,0,37.3,1,1,-0.230173,0.001748,185.18037,26,1729.0748,822.77669,0.0,822.77669,1.2001,-153.24946,-31.49,0.04247019,3.53168907,0.0,230.4,-0.773385947,0.8467,0.143334,-0.132315,0.00551,-0.00551,0.275649,3.627798,0.250477,5.5e-05,-112.00675649,6.4731885,9.193114000000001,-18.517289805,-0.002750315,0.003980206,0.0040088829999999995,CC(C)(C#C)C(C=C)P(=O)(C)O,deltaG_Mn_8,-0.067435824000313,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_6481995,2.1285,2,70.42,3,2,-0.212241,-0.056703,216.21316,26,1752.52127,851.34567,0.0,851.34567,1.3825,-150.78293,-23.53827,0.03910197,3.35866018,0.0,238.4,-0.7461587125,0.8257,0.133148,-0.108138,0.012505,-0.012505,0.241286,4.144456,0.259037,0.000324,-108.08254019,6.702472,9.4115195,-18.324463585,-0.0030616050000000002,0.003987374,0.0040098065,CC(C1=C2C=CC=NC2=C(C=C1)O)C(=O)O,deltaG_Mn_8,-0.064040284000157,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_140810956,1.7436999999999998,2,82.06,5,1,-0.246001,-0.013343,243.13034,24,1743.96678,847.69075,0.0,847.69075,1.5622,-129.134,-24.92426,0.03786515,3.34921832,0.0,237.38,-0.1997289358,0.8266,0.186137,-0.127254,0.029441,-0.029441,0.313391,3.190901,0.205247,0.001383,-87.8464087,5.434131,10.0109025,-19.214814605,-0.00264612,0.003985905499999999,0.004009253000000001,C1C(OC(=O)O1)P(=O)(O)OC2=CC=CC=C2,deltaG_Mn_8,-0.0263234000001375,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_82238219,2.5521000000000003,1,49.33,2,2,-0.204619,0.003477,212.30904,37,2039.99515,914.98705,0.0,914.98705,1.1662,-153.62202,-39.33961,0.03631287,3.28252534,0.0,256.22,-1.1573927417,0.8501,0.120933,-0.130925,-0.004996,0.004996,0.251858,3.970492,0.274869,5e-05,-114.08001131,6.224774,9.157717,-17.834746085,-0.0032037050000000003,0.003985195,0.0040089094999999995,CCC(C)(C)NC1(CCCCC1)C(=O)O,deltaG_Mn_8,-0.0744571040002028,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_139843882,2.5663000000000005,0,63.60000000000001,3,1,-0.237834,-0.05461,247.24829,36,2259.55571,1149.7202,1.07356,1148.64663,1.2262,-154.26316,0.54049,0.05104251,2.70031143,8.88,313.07,-0.8403501271,0.7243,0.145207,-0.067313,0.038947,-0.038947,0.21252,4.70543,0.256114,0.003569,-113.72221178,5.6345835,9.0299195,-17.41957359,-0.002777715,0.003984423,0.0040080575,CP(=O)(CCCCCCCOC(=O)C=C)O,deltaG_Mn_8,-0.0607233800003541,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_20099800,2.5698999999999996,2,74.6,3,2,-0.234258,-0.077959,241.21939,27,1919.28216,952.86426,0.0,952.86426,1.4084,-153.34199,-8.87987,0.05045447,2.94584918,1.38,265.45,-0.696288009,0.7838,0.156166,-0.058171,0.048997,-0.048997,0.214337,4.665544,0.251726,0.0056,-109.834962565,6.656006,9.460428499999999,-17.551464675,-0.0030551349999999996,0.003986519500000001,0.0040107165,C1=CC(=CC(=C1)C(=O)O)C2=CC(=C(C=C2)O)C=O,deltaG_Mn_8,-0.0554736440001306,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_246660,3.462500000000002,1,37.3,1,1,-0.244424,-0.017726,205.27337,32,1948.18757,927.36251,0.0,927.36251,1.1807,-158.66466,-22.67658,0.05742796,3.05980438,0.0,259.69,-0.6758694146,0.8134,0.146067,-0.106916,0.019575,-0.019575,0.252984,3.952827,0.264246,0.000757,-118.08001866000001,6.153824,9.380822,-17.139963889999997,-0.003040285,0.0039841735,0.0040092085,CCC(C)(CC)C1=CC=C(C=C1)C(=O)O,deltaG_Mn_8,-0.0582672180005374,0.85,25,1.55,54.94,8,7.43,15.63,33.66
CID_21728908,1.2165,0,63.599999999999994,3,1,-0.23476,-0.007229,185.19747,26,1680.09248,862.26108,0.0,862.26108,1.2352,-157.95852,-19.73747,0.05172141,3.29115224,0.0,241.46,-0.5996529251,0.7926,0.137876,-0.115362,0.011257,-0.011257,0.253237,3.948863,0.284164,0.00025,-114.310135995,6.532586,8.920922000000001,-15.090643799999999,-0.00311054,0.00398541,0.0040095845,CC(CCC(=O)O)C(=O)OCC=C,deltaG_Mn_8,-0.0591682980002588,0.85,25,1.55,54.94,8,7.43,15.63,33.66
